curTime_of_UTC8,num_send_packets,avg_send_packetLen,send_dataStream,avg_send_packetInterval,num_recv_packets,avg_recv_packetLen,recv_dataStream,avg_recv_packetInterval,label,mn_u_r_mean,mn_d_r_mean,mn_u_m_mean,mn_d_m_mean,mn_d_g_mean,mn_u_g_mean,mn_u_b_mean,mn_d_b_mean,mn_cqi_mean,mn_mac_mean,mn_bandwidth_mean,rsrp_1_mean,snr_1_mean
2026-01-30 14:02:54,16,105.375,1686,0.0568828135728836,18,138.22222222222223,2488,0.0582926670710245,0,1.6,3.4,24.0,16.4,4.2,2.0,0.016,0.132,-1.0,296.0,20.0,-88.33333333333333,14.133333333333333
2026-01-30 14:02:55,7,130.42857142857142,913,0.1762239933013916,20,94.85,1897,0.049747097492218,0,2.0,3.8,24.6,15.8,5.0,3.2,-19.79,0.098,1.2,89.4,20.0,-81.33333333333333,14.133333333333333
2026-01-30 14:02:56,5,113.8,569,0.1623631954193115,18,100.72222222222224,1813,0.0544911755455864,0,1.8,3.8,25.4,15.6,4.0,3.0,-19.79,0.098,1.2,89.2,20.0,-86.66666666666667,5.599999999999999
2026-01-30 14:02:57,6,118.0,708,0.1653318405151367,20,105.65,2113,0.0497200489044189,0,2.0,3.8,24.6,15.8,5.0,3.2,-19.79,0.098,1.2,89.4,20.0,-81.33333333333333,14.133333333333333
2026-01-30 14:02:58,8,116.125,929,0.1464247405529022,19,115.57894736842104,2196,0.0546283094506514,0,1.2,3.0,25.2,18.8,4.8,1.8,0.016,0.082,-1.0,291.0,20.0,-84.66666666666667,22.666666666666668
2026-01-30 14:02:59,11,118.8181818181818,1307,0.092955545945601,20,125.65,2513,0.050302505493164,0,1.6,3.2,26.0,17.8,4.2,3.2,0.01,0.152,1.2,90.6,20.0,-92.33333333333331,-2.9333333333333336
2026-01-30 14:03:00,21,113.28571428571428,2379,0.0479324772244408,18,138.55555555555554,2494,0.0550068351957533,0,1.0,2.2,26.0,19.4,5.2,1.8,0.016,0.074,-1.0,54.6,20.0,-83.33333333333333,22.666666666666668
2026-01-30 14:03:01,20,112.45,2249,0.0504024505615234,18,153.5,2763,0.0550004376305474,0,1.6,3.2,26.0,17.8,4.2,3.2,0.01,0.152,1.2,90.6,20.0,-92.33333333333331,-2.9333333333333336
2026-01-30 14:03:02,22,112.95454545454544,2485,0.0456889976154674,19,148.89473684210526,2829,0.0528824203892758,0,1.0,3.4,26.0,17.2,6.4,2.2,0.026,0.0699999999999999,-1.0,57.6,20.0,-89.66666666666667,-20.0
2026-01-30 14:03:03,21,111.57142857142856,2343,0.0474809124356224,19,153.89473684210526,2924,0.0513377440603155,0,1.8,3.2,26.4,18.6,4.8,3.4,0.0,0.162,-1.0,107.4,20.0,-85.66666666666667,-2.9333333333333336
